Accepted Symbol,Family Common Name,Common Name,Kingdom,Division,Class,Order,Family,Genus,Scientific Name,Duration,Growth Habit
IPLOL,Phlox family,flaxflowered ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis longiflora ssp. longiflora,"Annual, Biennial",Forb/herb
IPMU3,Phlox family,manyflowered ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis multiflora,Perennial,"Forb/herb, Subshrub"
IPPO,Phlox family,Pagosa ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis polyantha,Perennial,Forb/herb
IPPO2,Phlox family,manybranched ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis polycladon,Annual,Forb/herb
IPPU4,Phlox family,dwarf ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis pumila,Annual,Forb/herb
IPRA,Phlox family,coral ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis ramosa,"Biennial, Perennial",Forb/herb
IPRO,Phlox family,rosy ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis roseata,Perennial,"Forb/herb, Subshrub"
IPSP,Phlox family,spiked ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis spicata,Perennial,Forb/herb
IPSPC,Phlox family,spiked ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis spicata ssp. capitata,Perennial,Forb/herb
IPSPS,Phlox family,spiked ipomopsis,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis spicata ssp. spicata,Perennial,Forb/herb
IPTE4,Phlox family,slendertube skyrocket,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis tenuituba,Perennial,"Forb/herb, Subshrub"
IPTET2,Phlox family,slendertube skyrocket,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis,Ipomopsis tenuituba ssp. tenuituba,Perennial,"Forb/herb, Subshrub"
LENU8,Phlox family,Nuttall's linanthus,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Leptosiphon,Leptosiphon nuttallii,Perennial,"Forb/herb, Subshrub"
LENUN,Phlox family,Nuttall's linanthus,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Leptosiphon,Leptosiphon nuttallii ssp. nuttallii,Perennial,"Forb/herb, Subshrub"
LICA36,Phlox family,mat prickly phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Linanthus,Linanthus caespitosus,Perennial,"Forb/herb, Subshrub"
LIWA4,Phlox family,Watson's prickly phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Linanthus,Linanthus watsonii,Perennial,"Forb/herb, Subshrub"
NABR,Phlox family,Brewer's navarretia,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,Navarretia breweri,Annual,Forb/herb
NAFU,Phlox family,Furniss' pincushionplant,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,Navarretia furnissii,Annual,Forb/herb
NASI2,Phlox family,Alva Day's pincushionplant,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,Navarretia sinistra,Annual,Forb/herb
NASIS,Phlox family,Alva Day's gilia,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Navarretia,Navarretia sinistra ssp. sinistra,Annual,Forb/herb
PHAN4,Phlox family,prairie phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox andicola,Perennial,Forb/herb
PHANA,Phlox family,prairie phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox andicola ssp. andicola,Perennial,Forb/herb
PHAU3,Phlox family,mountain phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox austromontana,Perennial,"Forb/herb, Subshrub"
PHAUA3,Phlox family,mountain phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox austromontana ssp. austromontana,Perennial,"Forb/herb, Subshrub"
PHAUD,Phlox family,dense mountain phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox austromontana ssp. densa,Perennial,"Forb/herb, Subshrub"
PHCA14,Phlox family,clove phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox caryophylla,Perennial,Subshrub
PHCO11,Phlox family,dwarf phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox condensata,Perennial,Forb/herb
PHDIS,Phlox family,spreading phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox diffusa ssp. subcarinata,Perennial,"Forb/herb, Subshrub"
PHHOG,Phlox family,carpet phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox hoodii ssp. glabrata,Perennial,Forb/herb
PHHOM,Phlox family,musk phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox hoodii ssp. muscoides,Perennial,Forb/herb
PHKE,Phlox family,Kelsey's phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox kelseyi,Perennial,"Forb/herb, Subshrub"
PHKES,Phlox family,saline phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox kelseyi ssp. salina,Perennial,"Forb/herb, Subshrub"
PHMU3,Phlox family,flowery phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox multiflora,Perennial,Forb/herb
PHMUD,Phlox family,Rocky Mountain phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox multiflora ssp. depressa,Perennial,Forb/herb
PHMUM,Phlox family,flowery phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox multiflora ssp. multiflora,Perennial,Forb/herb
PHMUP,Phlox family,Rocky Mountain phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox multiflora ssp. patula,Perennial,Forb/herb
PHPU5,Phlox family,cushion phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox pulvinata,Perennial,Forb/herb
PHVA3,Phlox family,variegated phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox variabilis,Perennial,Forb/herb
PHVAV,Phlox family,variegated phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox variabilis ssp. variabilis,Perennial,Forb/herb
PHVI10,Phlox family,green phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox viridis,Perennial,Subshrub
PHVIL2,Phlox family,green phlox,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Phlox,Phlox viridis ssp. longipes,Perennial,Subshrub
POBR8,Phlox family,Brandegee's Jacob's-ladder,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Polemonium,Polemonium brandegeei,Perennial,Forb/herb
POCO26,Phlox family,Rocky Mountain Jacob's-ladder,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Polemonium,Polemonium confertum,Perennial,Forb/herb
POFO,Phlox family,towering Jacob's-ladder,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Polemonium,Polemonium foliosissimum,Perennial,Forb/herb
POFOF3,Phlox family,towering Jacob's-ladder,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Polemonium,Polemonium foliosissimum var. foliosissimum,Perennial,Forb/herb
POFOM3,Phlox family,towering Jacob's-ladder,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Polemonium,Polemonium foliosissimum var. molle,Perennial,Forb/herb
POPUD3,Phlox family,Jacob's-ladder,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Polemoniaceae,Polemonium,Polemonium pulcherrimum ssp. delicatum,Perennial,Forb/herb
POSU2,Milkwort family,spiny milkwort,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Polygala,Polygala subspinosa,Perennial,"Shrub, Subshrub"
ERAC3,Buckwheat family,singlestem buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum acaule,Perennial,Forb/herb
ERAL4,Buckwheat family,winged buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum alatum,Perennial,"Forb/herb, Subshrub"
ERALA2,Buckwheat family,winged buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum alatum var. alatum,Perennial,"Forb/herb, Subshrub"
ERAN4,Buckwheat family,annual buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum annuum,"Annual, Biennial",Forb/herb
ERBA5,Buckwheat family,Bateman's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum batemanii,Perennial,Forb/herb
ERBI,Buckwheat family,pretty buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum bicolor,Perennial,"Forb/herb, Shrub, Subshrub"
ERBR9,Buckwheat family,Brandegee's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum brandegeei,Perennial,Forb/herb
ERBR5,Buckwheat family,shortstem buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum brevicaule,Perennial,"Forb/herb, Subshrub"
ERBRB4,Buckwheat family,shortstem buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum brevicaule var. brevicaule,Perennial,"Forb/herb, Subshrub"
ERCL2,Buckwheat family,Comb Wash buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum clavellatum,Perennial,"Forb/herb, Shrub, Subshrub"
ERCO11,Buckwheat family,Colorado buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum coloradense,Perennial,"Forb/herb, Subshrub"
ERCO13,Buckwheat family,grand buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum contortum,Perennial,"Forb/herb, Shrub, Subshrub"
ERCO14,Buckwheat family,crispleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum corymbosum,Perennial,"Shrub, Subshrub"
ERCOC9,Buckwheat family,crispleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum corymbosum var. corymbosum,Perennial,"Shrub, Subshrub"
ERCOO,Buckwheat family,crispleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum corymbosum var. orbiculatum,Perennial,"Shrub, Subshrub"
ERCOV,Buckwheat family,crispleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum corymbosum var. velutinum,Perennial,"Shrub, Subshrub"
ERDI5,Buckwheat family,divergent buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum divaricatum,Annual,Forb/herb
EREF,Buckwheat family,spreading buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum effusum,Perennial,"Shrub, Subshrub"
EREFE,Buckwheat family,spreading buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum effusum var. effusum,Perennial,"Shrub, Subshrub"
EREP,Buckwheat family,ephedra buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum ephedroides,Perennial,Forb/herb
EREX2,Buckwheat family,dropleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum exilifolium,Perennial,Forb/herb
ERFU3,Buckwheat family,Native American pipeweed,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum fusiforme,"Annual, Perennial",Forb/herb
ERGO,Buckwheat family,Gordon's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum gordonii,Annual,Forb/herb
ERHEH3,Buckwheat family,parsnipflower buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum heracleoides var. heracleoides,Perennial,"Forb/herb, Subshrub"
ERHO6,Buckwheat family,Hooker's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum hookeri,Annual,Forb/herb
ERIN4,Buckwheat family,desert trumpet,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum inflatum,"Annual, Perennial",Forb/herb
ERINI4,Buckwheat family,desert trumpet,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum inflatum var. inflatum,"Annual, Perennial",Forb/herb
ERJA,Buckwheat family,James' buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum jamesii,Perennial,"Forb/herb, Subshrub"
ERJAF,Buckwheat family,James' buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum jamesii var. flavescens,Perennial,"Forb/herb, Subshrub"
ERJAJ,Buckwheat family,James' buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum jamesii var. jamesii,Perennial,"Forb/herb, Subshrub"
ERJAX,Buckwheat family,James' buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum jamesii var. xanthum,Perennial,"Forb/herb, Subshrub"
ERLA3,Buckwheat family,woollycup buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum lachnogynum,Perennial,"Forb/herb, Subshrub"
ERLAL5,Buckwheat family,woollycup buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum lachnogynum var. lachnogynum,Perennial,"Forb/herb, Subshrub"
ERLE9,Buckwheat family,sand buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum leptocladon,Perennial,"Shrub, Subshrub"
ERLEL,Buckwheat family,sand buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum leptocladon var. leptocladon,Perennial,"Shrub, Subshrub"
ERLER,Buckwheat family,sand buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum leptocladon var. ramosissimum,Perennial,"Shrub, Subshrub"
ERLE10,Buckwheat family,slenderleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum leptophyllum,Perennial,"Shrub, Subshrub"
ERLO4,Buckwheat family,spearleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum lonchophyllum,Perennial,"Forb/herb, Shrub, Subshrub"
ERLOF,Buckwheat family,spearleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum lonchophyllum var. fendlerianum,Perennial,"Forb/herb, Shrub, Subshrub"
ERLOI,Buckwheat family,spearleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum lonchophyllum var. intermontanum,Perennial,"Forb/herb, Shrub, Subshrub"
ERLOL3,Buckwheat family,spearleaf buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum lonchophyllum var. lonchophyllum,Perennial,"Forb/herb, Shrub, Subshrub"
ERMI4,Buckwheat family,slender buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum microthecum,Perennial,"Shrub, Subshrub"
ERMIL2,Buckwheat family,slender buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum microthecum var. laxiflorum,Perennial,"Shrub, Subshrub"
ERMIS2,Buckwheat family,Simpson's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum microthecum var. simpsonii,Perennial,"Shrub, Subshrub"
EROVP2,Buckwheat family,cushion buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum ovalifolium var. purpureum,Perennial,"Forb/herb, Subshrub"
ERPA11,Buckwheat family,Palmer's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum palmerianum,Annual,Forb/herb
ERPAG,Buckwheat family,fewflower buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum pauciflorum var. gnaphalodes,Perennial,"Forb/herb, Subshrub"
ERPE10,Buckwheat family,clay-loving buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum pelinophilum,Perennial,"Forb/herb, Subshrub"
ERRA3,Buckwheat family,redroot buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum racemosum,Perennial,"Forb/herb, Subshrub"
ERSC4,Buckwheat family,Westwater buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum scabrellum,Annual,Forb/herb
ERSH,Buckwheat family,Shockley's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum shockleyi,Perennial,Forb/herb
ERTE9,Buckwheat family,tall buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum tenellum,Perennial,"Forb/herb, Subshrub"
ERTET,Buckwheat family,tall buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum tenellum var. tenellum,Perennial,"Forb/herb, Subshrub"
ERTU2,Buckwheat family,Woodside buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum tumulosum,Perennial,Forb/herb
ERUMA3,Buckwheat family,sulphur-flower buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum umbellatum var. aureum,Perennial,"Forb/herb, Subshrub"
ERUMP2,Buckwheat family,sulphur-flower buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum umbellatum var. porteri,Perennial,"Forb/herb, Shrub, Subshrub"
ERUMS2,Buckwheat family,sulphur-flower buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum umbellatum var. subaridum,Perennial,"Forb/herb, Shrub, Subshrub"
ERVI13,Buckwheat family,clay hill buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum viridulum,Perennial,Forb/herb
ERWE,Buckwheat family,Wetherill's buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Eriogonum,Eriogonum wetherillii,Annual,Forb/herb
POPUC2,Buckwheat family,dotted smartweed,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Polygonum,Polygonum punctatum var. confertiflorum,"Annual, Perennial",Forb/herb
RUDE2,Buckwheat family,denseflowered dock,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Rumex,Rumex densiflorus,Perennial,Forb/herb
RUHY,Buckwheat family,canaigre dock,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Rumex,Rumex hymenosepalus,Perennial,Forb/herb
STFL2,Buckwheat family,bent two-whorl buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Stenogonum,Stenogonum flexum,Annual,Forb/herb
STSA3,Buckwheat family,salty buckwheat,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Stenogonum,Stenogonum salsuginosum,Annual,Forb/herb
CLRO5,Purslane family,western springbeauty,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Claytonia,Claytonia rosea,Perennial,Forb/herb
LENE5,Purslane family,Nevada lewisia,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Lewisia,Lewisia nevadensis,Perennial,Forb/herb
PHCA48,Purslane family,largeflower fameflower,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Phemeranthus,Phemeranthus calycinus,Perennial,"Forb/herb, Subshrub"
PHCO47,Purslane family,New Mexico fameflower,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Phemeranthus,Phemeranthus confertiflorus,Perennial,Forb/herb
PHPA29,Purslane family,sunbright,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Phemeranthus,Phemeranthus parviflorus,Perennial,"Forb/herb, Subshrub"
POHA5,Purslane family,silkcotton purslane,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,Portulaca halimoides,Annual,Forb/herb
POPI3,Purslane family,kiss me quick,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,Portulaca pilosa,"Annual, Perennial",Forb/herb
ANCHC,Primrose family,sweetflower rockjasmine,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Androsace,Androsace chamaejasme ssp. carinata,Perennial,Forb/herb
ANFI,Primrose family,filiform rockjasmine,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Androsace,Androsace filiformis,Annual,Forb/herb
ANSEG2,Primrose family,pygmyflower rockjasmine,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Androsace,Androsace septentrionalis ssp. glandulosa,"Annual, Perennial",Forb/herb
PRAN,Primrose family,alpine primrose,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Primula,Primula angustifolia,Perennial,Forb/herb
PRPA,Primrose family,Parry's primrose,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Primula,Primula parryi,Perennial,Forb/herb
CHUMA,Shinleaf family,pipsissewa,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Pyrolaceae,Chimaphila,Chimaphila umbellata ssp. acuta,Perennial,Subshrub
CHUMO2,Shinleaf family,pipsissewa,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Pyrolaceae,Chimaphila,Chimaphila umbellata ssp. occidentalis,Perennial,Subshrub
ANNAZ2,Buttercup family,narcissus anemone,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone narcissiflora var. zephyra,Perennial,Forb/herb
AQBA,Buttercup family,oil shale columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia barnebyi,Perennial,Forb/herb
AQCH,Buttercup family,golden columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia chrysantha,Perennial,Forb/herb
AQCHR,Buttercup family,Rydberg's golden columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia chrysantha var. rydbergii,Perennial,Forb/herb
AQCO,Buttercup family,Colorado blue columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia coerulea,Perennial,Forb/herb
AQCOC,Buttercup family,Colorado blue columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia coerulea var. coerulea,Perennial,Forb/herb
AQCOD,Buttercup family,Dailey's columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia coerulea var. daileyae,Perennial,Forb/herb
AQCOO,Buttercup family,white Colorado columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia coerulea var. ochroleuca,Perennial,Forb/herb
AQEL,Buttercup family,western red columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia elegantula,Perennial,Forb/herb
AQMI,Buttercup family,Mancos columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia micrantha,Perennial,Forb/herb
AQMIM,Buttercup family,Mancos columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia micrantha var. mancosana,Perennial,Forb/herb
AQMIM2,Buttercup family,Mancos columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia micrantha var. micrantha,Perennial,Forb/herb
AQPU,Buttercup family,Sierra columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia pubescens,Perennial,Forb/herb
AQSA,Buttercup family,Rocky Mountain blue columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia saximontana,Perennial,Forb/herb
AQSC,Buttercup family,Utah columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia scopulorum,Perennial,Forb/herb
AQSCC,Buttercup family,Utah columbine,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,Aquilegia scopulorum var. calcarea,Perennial,Forb/herb
CLCO2,Buttercup family,rock clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis columbiana,Perennial,Vine
CLCOC2,Buttercup family,rock clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis columbiana var. columbiana,Perennial,Vine
CLCOT,Buttercup family,rock clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis columbiana var. tenuiloba,Perennial,Vine
CLDR,Buttercup family,Drummond's clematis,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis drummondii,Perennial,Vine
